Hechos del mes,Dialogo,Actualización,Estado,Motivo de fusión,Motivo de pase a latente,Motivo de pase a inactivo,Forma de resolución,NombreReportePDFModificado,FechaReporte,NumeroEdicion,GrupoID
"El 25 de septiembre, en la ciudad de Lima, se desarrolló una reunión de trabajo de la Mesa técnica de Chumbivilcas desarrollándose los siguientes puntos de agenda: 1. Ampliación de la vigencia de la mesa. 2. Financiamiento de proyectos aptos técnicamente y proyectos de continuidad. 3. Evaluación de proyectos que se encuentran en cartera de la Mesa técnica 4. Informe del recorte presupuestal de canon y regalías a los gobierno locales de la provincia de Chumbivilcas 5. Derogatoria de la Ley 31876, a pedido de los alcaldes distritales de la provincia de Chumbivilcas. Se llegaron a los siguientes acuerdos : 1. Los alcaldes provincial y distritales solicitan una reunión con el ministro de energía y minas, presidente colegiado de la Mesa técnica de la provincia de Chumbivilcas, y con la Presidencia del consejo de ministros, la que debería desarrollarse hasta el 6 de octubre en la ciudad de Lima. 2. Los representantes de los congresistas Luis Aragón, Patricia Chirinos y Guido Bellido se comprometen a gestionar la presencia de los ministros de energía y minas y presidencia del consejo de ministros.",HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-235-Setiembre-2023.pdf,30/09/2023,235,Grupo_1852
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-235-Setiembre-2023.pdf,30/09/2023,235,Grupo_1853
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-236-Octubre-2023.pdf,31/10/2023,236,Grupo_1901
"El MINEM extendió invitación a la Defensoría del Pueblo para participar de la próxima reunión del 6 de noviembre, en la comunidad campesina de Chuicuni. El 4 de noviembre se recibió comunicación de la empresa Minera Las bambas reprogramando la reunión previa coordinación con la comunidad para el 23 de noviembre.",HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-236-Octubre-2023.pdf,31/10/2023,236,Grupo_1902
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-236-Octubre-2023.pdf,31/10/2023,236,Grupo_1903
"El Minem extendió invitación a la Defensoría del Pueblo para participar en una reunión programada para el 30 de octubre, pero fue cancelada a solicitud de la comunidad de Choaquere.",HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-236-Octubre-2023.pdf,31/10/2023,236,Grupo_2228
"El 20 de octubre, se sostuvo una reunión entre la comunidad de Huancuire y la empresa minera Las Bambas con la participación de los representantes de la Dirección General de Defensa Pública y Acceso a la Justicia del MINJUS, PCM Y Defensoría del Pueblo, en la que se formalizó la instalación del Comité Tripartido, conformado por la Comunidad de Huancuire, empresa Minera Las Bambas y el MINJUS, así como la participación en calidad de veedores de la PCM y Defensoría del Pueblo, con el objetivo de atender los temas de denunciados, heridos y criminalización. En la reunión se ratificó el acuerdo de financiamiento por parte de Las Bambas para la contratación de un abogado en beneficio de la comunidad, que pueda atender las denuncias de los comuneros que participaron en protestas sociales. Los días 24 y 25 de octubre se desarrolló en la ciudad de Cusco una mesa de diálogo convocado por el MINEM, donde se acordó desarrollar la agenda para el Comité Tripartito el día 6 de noviembre. La empresa propuso a la comunidad constituir un fideicomiso para que se canalice el plan de inversión social.",HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-236-Octubre-2023.pdf,31/10/2023,236,Grupo_1904
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-236-Octubre-2023.pdf,31/10/2023,236,Grupo_2229
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-236-Octubre-2023.pdf,31/10/2023,236,Grupo_1854
"El 19 de octubre se desarrolló la reunión del Subgrupo N° 1 de Trabajo denominado ""Justicia y Derechos Humanos"", que contó con la participación del MINJUSDH, PCM Municipalidad Distrital de Challhuahuacho y la Oficina Defensoríal de Apurímac. En la reunión, el MINJUSDH cumplió con presentar la matriz de casos archivados y patrocinados por la Defensa Pública; asimismo, se compartió la documentación al representante de la PCM.",HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-236-Octubre-2023.pdf,31/10/2023,236,Grupo_1237
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-236-Octubre-2023.pdf,31/10/2023,236,Grupo_1924
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-236-Octubre-2023.pdf,31/10/2023,236,Grupo_2238
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-236-Octubre-2023.pdf,31/10/2023,236,Grupo_1927
"El 27 de octubre se publica la Resolución Ministerial N° 424- 2023-MINEM/DM que crea el Grupo de Trabajo Multisectorial de naturaleza temporal denominado “Mesa Técnica para el Desarrollo Sostenible de la provincia de Chumbivilcas, departamento de Cusco”, dependiente del Ministerio de Energía y Minas, que tiene por objeto promover el fortalecimiento de las relaciones armoniosas entre el Gobierno Central, los Gobiernos Regionales y Locales, las poblaciones locales, la sociedad civil y demás entidades públicas y privadas, a fin de articular la viabilización de los proyectos de desarrollo de la provincia de Chumbivilcas.",HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-236-Octubre-2023.pdf,31/10/2023,236,Grupo_1852
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-236-Octubre-2023.pdf,31/10/2023,236,Grupo_1853
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-237-Noviembre-2023.pdf,30/11/2023,237,Grupo_1901
"El 23 de noviembre, en la provincia de Cotabambas, se llevó a cabo una reunión entre la comunidad campesina de Chuicuni, la empresa Minera Las Bambas, la PCM, MINEM y Defensoría del Pueblo, con el objetivo de realizar el seguimiento a los acuerdos referidos al eje agricultura, donde: 1. La empresa minera ratifica el financiamiento del perfil expediente técnico del proyecto de agua para la comunidad campesina de Chuicuni. Asimismo, la comunidad conformará una Comisión de Gestión para el 05 de diciembre de 2023, para realizar coordinaciones con el estado y otras entidades, lo cuales serán acompañados con representantes del MINEM, PCM y la empresa minera. 2. La comunidad presentará formalmente a la presidencia de la mesa los temas de agenda pendientes de suscribir conforme a los acuerdos, los cuales serán tratados en una próxima reunión cuya fecha será programada previa coordinación entre ambas partes.",HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-237-Noviembre-2023.pdf,30/11/2023,237,Grupo_1902
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-237-Noviembre-2023.pdf,30/11/2023,237,Grupo_1903
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-237-Noviembre-2023.pdf,30/11/2023,237,Grupo_2228
"El 7 y 8 de noviembre se reunieron en la ciudad del Cusco el MINEM, los representantes de la comunidad de Huancuire y la empresa Minera Las Bambas, para tratar el tema del Plan de Desarrollo Comunal y la figura del Fideicomiso, así también se llegó a acuerdos con respecto a la agenda N° 1 de los Denunciados, donde la empresa Las Bambas asumió compromisos para los denunciados por un plazo de 6 meses.",HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-237-Noviembre-2023.pdf,30/11/2023,237,Grupo_1904
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-237-Noviembre-2023.pdf,30/11/2023,237,Grupo_2229
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-237-Noviembre-2023.pdf,30/11/2023,237,Grupo_1854
"El 03 de noviembre en Tambobamba, provincia de Cotabambas, se llevó a cabo la reunión del Subgrupo de trabajo 05 denominado Plan de Desarrollo del “Espacio de diálogo para el desarrollo de la provincia de Cotabambas y distrito de Progreso de la provincia de Grau del Departamento de Apurímac”, que contó con la participación de representantes del MIDAGRI, MTC, MVCS, MINEDU, MINEM, MINSA, autoridades de la provincia de Cotabambas, representantes de las organizaciones sociales de base de las provincia de Cotabambas y Defensoría del Pueblo. En el que se abordaron como punto de agenda la situación actual y avances del Plan de Desarrollo y el reporte del MINEM – Electro Sur Este según acta del 11 julio de 2023. Al respecto, el Plan de Desarrollo contempla un total de 295 de proyectos de inversión, de los cuales se cuenta con 150 proyectos concluidos que corresponde a un 51%, considerando los costos actuales de los proyectos.",HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-237-Noviembre-2023.pdf,30/11/2023,237,Grupo_1237
"El 22 de noviembre se sostuvo en Coporaque una reunión de diálogo entre la empresa Minera Las Bambas, autoridades del distrito de Coporaque y representantes de las comunidades campesinas del distrito, con asistencia de la OGGS-MINEM y la SGSD-PCM sin llegar a acuerdos.. El 5 de diciembre se volvieron a reunir, acordando que la empresa entregará a la Municipalidad Distrital de Coporaque su propuesta detallada sobre la propuesta de desarrollo territorial y la municipalidad la evaluará para discutirla en el agenda de la siguiente reunión.",HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-237-Noviembre-2023.pdf,30/11/2023,237,Grupo_1924
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-237-Noviembre-2023.pdf,30/11/2023,237,Grupo_2238
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-237-Noviembre-2023.pdf,30/11/2023,237,Grupo_1927
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-237-Noviembre-2023.pdf,30/11/2023,237,Grupo_1852
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-237-Noviembre-2023.pdf,30/11/2023,237,Grupo_1853
"El 19 de diciembre se realizó una reunión entre la comunidad de Carmen Alto, PCM y Minem, para abordar los compromisos asumidos por la empresa, como los que se refieren a transporte, empleo local, programa de apoyo profesional, monitoreo ambiental, plan de desarrollo comunal, etc. Las partes no llegaron a acuerdos, por lo que se quedó en coordinar una nueva fecha de reunión.",HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-238-Diciembre-2023.pdf,31/12/2023,238,Grupo_1901
La reunión que estaba programada para el 11 de diciembre de 2023 en la comunidad de Chuicuni fue cancelada. Hasta el momento no se ha anunciado nueva fecha de reunión.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-238-Diciembre-2023.pdf,31/12/2023,238,Grupo_1902
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-238-Diciembre-2023.pdf,31/12/2023,238,Grupo_1903
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-238-Diciembre-2023.pdf,31/12/2023,238,Grupo_2228
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-238-Diciembre-2023.pdf,31/12/2023,238,Grupo_1904
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-238-Diciembre-2023.pdf,31/12/2023,238,Grupo_2229
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-238-Diciembre-2023.pdf,31/12/2023,238,Grupo_1854
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-238-Diciembre-2023.pdf,31/12/2023,238,Grupo_1237
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-238-Diciembre-2023.pdf,31/12/2023,238,Grupo_1924
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-238-Diciembre-2023.pdf,31/12/2023,238,Grupo_2238
"Los días 6 y 13 de diciembre se realizaron dos reuniones de diálogo presenciales en el auditorio de la Municipalidad Distrital de Ccapacmarca entre representantes del distrito y la empresa Minera Las Bambas, con presencia de la SGSD-PCM y la OGGS-MINEM, con el objetivo de concretar la firma del primer Convenio Marco distrital. Se llegó a acuerdos. La empresa se ratificó en su propuesta económica de aporte social voluntario. En ambas reuniones participó la Defensoría del Pueblo. La reunión continuará el 17 de enero. El 20 de diciembre se realizó una reunión en el sector Paraccaylla de la comunidad Hatun Ccollana entre la comunidad y la empresa Minera Las Bambas, con participación de la SGSD-PCM, OGGS-MINEM, MININTER. Entre los acuerdos de la reunión, las partes acordaron celebrar un nuevo convenio, no una adenda, así como informar a la comunidad sobre la situación de la cuarta modificación al EIA de la empresa. Continuarán la reunión el 28 de diciembre.",HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-238-Diciembre-2023.pdf,31/12/2023,238,Grupo_1927
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-238-Diciembre-2023.pdf,31/12/2023,238,Grupo_1852
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-238-Diciembre-2023.pdf,31/12/2023,238,Grupo_1853
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-239-Enero-2024.pdf,31/01/2024,239,Grupo_1901
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-239-Enero-2024.pdf,31/01/2024,239,Grupo_1902
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-239-Enero-2024.pdf,31/01/2024,239,Grupo_1903
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-239-Enero-2024.pdf,31/01/2024,239,Grupo_1904
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-239-Enero-2024.pdf,31/01/2024,239,Grupo_1854
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-239-Enero-2024.pdf,31/01/2024,239,Grupo_1237
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-239-Enero-2024.pdf,31/01/2024,239,Grupo_1924
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-239-Enero-2024.pdf,31/01/2024,239,Grupo_2238
"El 25 de enero, se reunieron las comunidades campesinas ubicadas en los tramos IV y V del Corredor Vial Sur - Corredor Minero, y los representantes del Ministerio de Transportes y Comunicaciones, con la finalidad de informar y presentar el cronograma de adquisición de predios y las acciones que se viene desarrollando para la elaboración de estudios definitivos correspondiente a los mencionados tramos.",HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-239-Enero-2024.pdf,31/01/2024,239,Grupo_1927
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-239-Enero-2024.pdf,31/01/2024,239,Grupo_1852
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-239-Enero-2024.pdf,31/01/2024,239,Grupo_1853
"En fecha 07 de agosto se llevó a cabo una reunión entre la comunidad campesina de Pumamarca y la empresa Minera Las Bambas con representantes del MINEM y PCM, en la cual abordaron el compromiso N° 29 Vía carrozable tramo Sallawi – Pago MTC. Sobre el Predio Sallawi – Pumamarca (mil hectáreas) se acordó sostener una reunión el 09 de septiembre del 2024. En atención a los pedidos sobre las oportunidades para la empresa comunal y la reunión con la organización de mujeres de Pumamarca, las partes acordaron sostener una reunión el 29 de agosto.",NO HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-246-Agosto_2024-1.pdf,31/08/2024,246,Grupo_1900
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-246-Agosto_2024-1.pdf,31/08/2024,246,Grupo_1901
No se registraron nuevos hechos durante el mes.,HAY DIÁLOGO,,Activo,,,,,Reporte-Mensual-de-Conflictos-Sociales-N°-246-Agosto_2024-1.pdf,31/08/2024,246,Grupo_1902
